description,category,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
 POP-TARTS,raw,KELLOGG'S,100,391,9.7,3.1,0,333,0,80,0,4,0,0.34,0.3,1000,300,0,0,0,0,0,0,0.4,0,0,0,0,0,0,3.6,6,0,47,53,0,0.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.1,1.3,30.6,0,0,0,0,0,0,9.7,3.1,2.1,3.6,0,0,0,0,0,12.75,,
 separable lean and fat,raw,Pork,100,193,13,4.1,63,84,64.2,0,0,4.518,1.017,0.246,0.585,18,5,0,0,0,0,0,0.57,0.44,0.030.00,0.21,0.21,0,12,0.072,0.57,18,0.01,200,413,21.9,2.15,18.71,1.071,1.205,1.75,0.211,2.858,0.845,0.761,0.065,0.886,1.54,1.664,0.5130.777,0.756,0.781,0.823,0.223,0.741,0.946,0,0,0,0,0,0,0,0,0,12.51,4.14,5.367,2.474,63,0,0.98,0,0,68.34,,
 separable lean and fat,raw,Pork,100,182,11,3.5,63,73,69.6,0,0,5.623,0.63,0.309,0.498,16,5,0,0,0,0,0,0.4,0.506,0.018.00,0.2,0.2,0,12,0.079,0.62,20,0.009,216,356,19.7,1.7,20.27,1.161,1.306,1.896,0.229,3.097,0.916,0.825,0.071,0.96,1.669,1.803,0.5560.842,0.82,0.847,0.892,0.241,0.803,1.025,0,0,0,0,0,0,0,0,0,10.63,3.526,4.445,2.156,63,0,1.05,0,0,68.64,,
 separable lean and fat,raw,Beef,100,177,11,3.8,58,49,0,0,0,3.212,0.311,0.135,0.046,34,10,0,0,0,0,0,2.72,0.265,0.01.00,0.49,0.49,0,5,0.115,1.84,19,0.008,170,283,1.1,5.22,20.57,1.071,1.353,0,0,2.869,1.12,0.741,0,0.855,1.552,1.629,0.6770.800,0.66,0.723,0.745,0.216,0.692,0.908,0,0,0,0,0,0,0,0,0,10.55,3.847,3.894,0.38,58,0,0.89,0,0,68.68,,
 KASHI ORGANIC PROMISE,raw,Cereals ready-to-eat,100,358,0.7,0.1,0,337,0,0,0,3.4,0,0.04,0.23,3,0,0,0,0,0,0,0,0.1,19,0,0,0,14,0,1.8,43,0,98,123,0,0.9,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5,5,20.5,0,0,0,0,0,0,0.7,0.1,0.1,0.2,0,0,3.3,0,0,3.1,,
 with added solution,raw,Chicken,100,110,3.7,0.9,87,156,75.1,3,0,5.3,1.25,0.23,0.087,19,6,0,0,0,87,0,0.56,0.433,0.03.00,0.26,0.26,0,8,0.053,0.6,21,0.009,175,234,20.9,1.53,19.11,1.102,1.284,1.809,0.215,3.013,0.843,0.549,0,0.878,1.567,1.735,0.5260.735,0.742,0.77,0.87,0.208,0.691,0.894,0,0,0,0,0,0,0,0,0,3.69,0.899,1.222,0.767,87,0,1.04,0,0,77.16,,
 allrades,raw,Beef,100,128,4.5,1.9,64,80,71.8,3,0,5.003,0.665,0.17,0.08,6,2,0,0,0,0,0,2.3,0.567,0.04.00,0.17,0.17,1.5,13,0.088,2.12,21,0.014,213,367,24.2,5.43,21.75,1.257,1.462,2.002,0.231,3.541,0.968,0.717,0.11,0.952,1.8,1.956,0.6340.848,0.895,0.854,0.985,0.249,0.771,1.006,0.16,0,0,0,0,0,0,0,0,4.48,1.86,2.32,0.3,64,0,1.11,0,0,72.51,,
 meat only,raw,Chicken,100,121,4.1,1.1,94,95,53.6,4,0,5.557,0,0.196,0.088,24,7,0,0,0,110,0,0.61,0.451,0.01.00,0.18,0.18,2.9,7,0.062,0.81,23,0.013,185,242,22.9,1.58,19.66,1.177,1.372,1.933,0.23,3.221,0.902,0.587,0,0.939,1.675,1.855,0.5620.785,0.793,0.823,0.93,0.222,0.739,0.956,0,0,0,0,0,0,0,0,0,4.12,1.097,1.497,0.94,94,0,0.95,0,0,76.22,,
 chitterlings,raw,Pork,100,182,17,7.6,154,24,0,3,0,0.215,0.227,0.091,0.02,0,0,0,0,0,0,0,0.82,0.014,1.1,0.18,0.18,0,16,0.076,1.02,6,0.051,48,18,15.1,1.02,7.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61,7.619,5.367,0.996,154,0,0.2,0,0,76.11,,
 separable lean only,raw,Lamb,100,149,8,2.7,65,107,0,0,0,4.949,0.532,0.159,0.055,31,9,0,0,0,0,0,1.96,0.143,0.01.00,0.31,0.31,0,13,0.089,1.15,21,0.007,180,293,4,2.93,18.31,0.91,1.232,0,0.24,2.557,0.783,0.388,0,0.82,1.414,1.599,0.5970.721,0.587,0.624,0.873,0.202,0.634,0.932,1.02,0,0,0,0,0,0,0,0,7.98,2.738,2.133,0.246,65,0,1,0,0,71.69,,
 separable lean and fat,raw,Veal,100,201,13,5.9,60,76,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,9,0,1.46,0,0,0,0,0,0,19.6,1.061,1.049,1.538,0.202,2.821,0.917,0.647,0.099,0.878,1.42,1.469,0.4160.720,0.744,0.668,0.779,0.18,0.568,0.986,1.15,0,0,0,0,0,0,0,0,13.1,5.886,5.192,0.588,60,0,0.92,0,0,65.35,,
 frozen,raw,USDA Commodity,100,231,19,5,73,507,0,3,0,2.619,0.618,0.223,0.688,40,12,0,0,0,0,0,0.84,0.234,0,0,0,0,9,0.047,0.99,17,0.018,162,231,21.7,2.39,14.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56,4.968,8.061,2.246,73,0,2,0,0,64.92,,
 frozen,raw,Pork,100,234,15,5.4,82,191,0,0,0,0.78,0.068,0.11,0.08,0,0,0,0,0,0,0,0.07,0.02,0,0,0,0,21,0.006,2.4,7,0.012,41,55,4.3,0.19,22.45,2.22,1.861,1.66,0.2,2.805,4.4,0.269,0,0.492,1.167,1.052,0.1330.718,2.848,0.941,0.629,0.043,0.402,0.83,0.6,0,0,0,0,0,0,0,0,15.1,5.39,6.86,1.61,82,0,0.6,0,0,61.25,,
 frozen,raw,USDA Commodity,100,228,17,6.8,69,57,0,7,0,4.207,0.362,0.232,0.056,0,0,0,0,0,0,0,1.91,0.241,0,0,0,0,7,0.062,1.69,17,0.015,122,246,12.1,3.59,17.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.07,6.813,7.413,0.71,69,0,0.86,0,0,65.81,,
 coconut cream,raw,Nuts,100,330,35,31,0,4,0,23,0,0.89,0.261,0,0.03,0,0,0,0,0,0,0,0,0.047,2.80.00,0,0,0,11,0.378,2.28,28,1.304,122,325,0,0.96,3.63,0.185,0.595,0.354,0.072,0.829,0.172,0.083,0,0.142,0.269,0.16,0.0680.184,0.15,0.187,0.132,0.042,0.112,0.22,6.65,2.2,0,0,0,0,0,0,0,34.68,30.753,1.475,0.379,0,0,1.15,0,0,53.9,,
 eye of round,raw,Elk,100,98,2.1,0.8,0,43,0,0,0,6.63,0.63,0.27,0.159,0,0,0,0,0,0,0,1.77,0.893,0,0,0,0,4,0.144,2.27,24,0.011,215,367,15.8,4.16,19.74,1.234,1.319,1.944,0.252,3.234,0.909,0.72,0.046,0.954,1.76,1.544,0.6450.854,0.819,1.006,0.746,0.228,0.751,1.53,0,0,0,0,0,0,0,0,0,2.1,0.828,0.897,0.122,0,0,0.94,0,0,76.54,,
 top round steak,raw,Buffalo,100,97,1.3,0.4,0,43,0,0,0,6.92,0.76,0.325,0.153,0,0,0,0,0,0,0,1.15,0.78,0,0,0,0,3,0.117,2.61,22,0.011,200,355,7,3,21.44,1.207,1.272,1.872,0.229,3.063,0.904,0.704,0.065,0.928,1.71,1.494,0.5970.825,0.807,0.878,0.849,0.225,0.721,0.959,0,0,0,0,0,0,0,0,0,1.3,0.418,0.425,0.098,0,0,0.94,0,0,75.96,,
 Alaska,raw,Fish,100,56,0.4,0.1,46,333,65,3,0,0.653,0.237,0.08,0.03,10,3,0,0,0,0,0,1.63,0.069,0.08.00,0.49,0.49,0,15,0.031,0.22,16,0.011,284,160,15.9,0.31,12.19,0.693,0.859,1.211,0.129,1.922,0.545,0.259,0,0.573,0.98,1.118,0.3700.471,0.462,0.499,0.536,0.166,0.453,0.619,0,0,0,0,0,0,0,0,0,0.41,0.124,0.079,0.195,46,0,1.36,0,0,86.75,,
 separable lean only,raw,Beef,100,142,6.7,2.3,49,47,0,0,0,4.73,0.14,0.082,0.032,26,8,0,0,0,0,0,1.56,0.205,0.05.00,0.34,0.34,0,4,0.046,1.57,20,0.006,175,331,3.5,4.33,20.53,1.068,1.35,0,0,2.862,1.118,0.74,0,0.853,1.549,1.625,0.6750.798,0.659,0.722,0.743,0.215,0.691,0.906,0,0,0,0,0,0,0,0,0,6.67,2.299,2.121,0.179,49,0,0.96,0,0,73.62,,
 separable lean only,raw,Pork,100,120,3.8,1.2,62,90,69.6,0,0,4.828,1.113,0.272,0.655,7,2,0,0,0,0,0,0.55,0.489,0.024.00,0.17,0.17,0,11,0.073,0.62,20,0.011,219,427,24,2.41,20.26,1.161,1.306,1.895,0.228,3.095,0.916,0.824,0.071,0.959,1.668,1.802,0.5550.842,0.819,0.846,0.891,0.241,0.803,1.025,0,0,0,0,0,0,0,0,0,3.77,1.206,1.638,0.712,62,0,1.05,0,0,75.51,,
 separable lean only,raw,Pork,100,120,2.9,0.9,62,76,75,0,0,6.042,0.658,0.34,0.545,7,2,0,0,0,0,0,0.36,0.557,0.011.00,0.16,0.16,0,12,0.08,0.67,22,0.01,235,359,21.2,1.85,21.81,1.249,1.406,2.04,0.246,3.332,0.986,0.887,0.076,1.033,1.795,1.94,0.5980.906,0.882,0.911,0.959,0.26,0.864,1.103,0,0,0,0,0,0,0,0,0,2.93,0.947,1.148,0.615,62,0,1.12,0,0,74.78,,
 meat and skin,raw,Chicken,100,186,11,3.2,67,65,0,4,0,8.908,0.794,0.086,0.059,99,30,0,0,0,0,0,0.34,0.48,0,0.27,0.27,2.4,11,0.04,0.79,23,0.018,163,204,16.4,0.93,20.27,1.177,1.268,1.807,0.27,2.967,1.291,0.597,0,1.015,1.477,1.654,0.5410.788,0.973,0.714,0.839,0.227,0.655,0.985,0,0,0,0,0,0,0,0,0,11.07,3.16,4.52,2.34,67,0,0.86,0,0,68.6,,
 separable lean only,raw,Beef,100,154,7.7,2.5,55,50,0,0,0,3.328,0.32,0.14,0.045,36,11,0,0,0,0,0,2.85,0.276,0.00.00,0.52,0.52,0,5,0.12,1.9,20,0.008,175,291,1,5.44,21.3,1.109,1.401,0,0,2.971,1.16,0.767,0,0.886,1.607,1.687,0.7010.828,0.684,0.749,0.771,0.223,0.717,0.94,0,0,0,0,0,0,0,0,0,7.69,2.525,3.144,0.328,55,0,0.92,0,0,70.81,,
 separable lean and fat,raw,Veal,100,208,15,5.9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.47,1.04,1.029,1.507,0.198,2.764,0.897,0.634,0,0.861,1.389,1.439,0.4080.704,0.729,0.654,0.763,0.176,0.556,0.964,0,0,0,0,0,0,0,0,0,14.75,5.896,7.164,0.952,71,0,0.9,0,0,67.67,,
 separable lean only,raw,Veal,100,134,4.6,2.1,58,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.58,0,0,0,0,0,0,21.7,1.291,1.277,1.872,0.245,3.432,1.115,0.787,0.11,1.068,1.728,1.788,0.5070.876,0.906,0.813,0.948,0.219,0.692,1.199,1.4,0,0,0,0,0,0,0,0,4.63,2.053,1.813,0.357,58,0,1.01,0,0,71.26,,
 separable lean and fat,raw,Pork,100,120,3.5,1.2,65,52,79.7,0,0,6.61,0.837,0.337,0.982,2,0,0,0,0,0,0,0.52,0.765,0.010.00,0.22,0.22,0,6,0.089,0.97,27,0.014,243,393,30.3,1.87,20.65,1.212,1.374,2.02,0.238,3.296,0.93,0.892,0.053,1.016,1.759,1.915,0.5690.868,0.835,0.893,0.927,0.217,0.786,1.079,0,0,0,0,0,0,0,0,0,3.53,1.181,1.355,0.562,65,0,1.01,0,0,74.97,,
 formed and thinly sliced,raw,Beef,100,309,27,12,71,68,68.9,7,0,4.583,0.354,0.154,0.039,0,0,0,0,0,0,0,2.71,0.246,0.015.00,0.21,0.21,1.7,12,0.063,1.86,16,0.017,133,233,13,3.63,16.5,1.093,1.13,1.529,0.161,2.633,1.243,0.533,0,0.718,1.342,1.398,0.3910.635,0.849,0.648,0.702,0.206,0.523,0.812,0,0,0,0,0,0,0,0,0,27,11.538,11.038,0.488,71,0,0.8,0,0,56,,
 kidney,raw,Beef,100,87,2.6,0.6,404,175,0,0,0,4.878,3.974,2.116,0.559,297,89,0,0,0,0,0,27.66,0.316,0.06.00,0.82,0.82,0,9,0.409,3.83,15,0.109,234,225,103.3,1.53,15.68,0.816,1.032,0,0,2.187,0.854,0.565,0,0.652,1.183,1.242,0.5160.610,0.503,0.551,0.568,0.164,0.528,0.692,0,0,0,0,0,0,0,0,0,2.64,0.616,0.345,0.606,404,0,1.15,0,0,80.52,,
 mechanically separated,raw,Pork,100,304,27,9.8,77,50,0,3,0,3.171,0.59,0.201,0.697,10,3,0,0,0,0,0,0.58,0.37,0.7,0,0,0,315,0.082,4.25,16,0.011,200,298,32.9,2.44,15.03,0.874,1.074,1.152,0.169,1.983,0.862,0.54,0,0.689,1.099,1.18,0.3130.648,0.718,0.6,0.617,0.202,0.518,0.913,0,0,0,0,0,0,0,0,0,26.54,9.82,12.26,2.44,77,0,1.56,0,0,56.87,,
 choice,raw,Beef,100,149,6.3,2.6,69,57,90.7,13,0,7.353,0.647,0.106,0.06,0,0,0,0,0,0,0,1.18,0.596,0.03.00,0.31,0.31,1.2,28,0.072,1.62,23,0.014,204,340,25.4,4.12,21.72,1.32,1.404,1.978,0.28,3.26,1.322,0.693,0.228,0.988,1.727,1.835,0.5650.858,1.035,0.855,0.867,0.143,0.692,1.077,0,0,0,0,0,0,0,0,0,6.29,2.612,2.477,0.259,69,0,0.99,0,0,68.72,,
 separable lean only,raw,Pork,100,127,3.4,1.2,66,49,59.6,0,0,8.265,0.746,0.19,0.693,0,0,0,0,0,0,0,0.51,0.756,0.013.00,0.13,0.13,0,5,0.057,0.51,27,0.008,234,387,34.5,1.59,22.41,1.316,1.491,2.193,0.259,3.578,1.01,0.968,0.058,1.103,1.91,2.079,0.6170.942,0.906,0.969,1.006,0.236,0.853,1.171,0,0,0,0,0,0,0,0,0,3.42,1.208,1.546,0.366,66,0,1.01,0,0,72.93,,
 Yogurt Burst,raw,Cereals ready-to-eat,100,400,5.2,1.7,0,567,22.6,667,652,16.667,0.684,1.417,1.25,2500,750,0,0,0,92,0,5,1.667,20.0133.00,0.33,0.33,1.7,333,0.227,15,80,0,200,200,17.8,12.5,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,6.7,30,0,0,0,0,0,0,5.23,1.667,1.667,1.667,0,0,4.22,0,0,2.23,,
 OCEAN SPRAY,raw,Beverages,100,49,0,,0,3,0,4,4,0.21,0,0.06,0.02,25,1,0,15,0,0,0,0,0.05,26.70.00,0,0,0,4,0.009,0.04,2,0.026,3,14,0.1,0.04,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.98,0.6,11.42,4.9,0,4.5,0,0,1.8,0.01,0.001,0.002,0.001,0,0,0.1,0,0,88,,
 separable lean only,raw,Pork,100,195,8.3,2.8,70,2695,105.5,5,0,3.881,0.402,0.242,0.567,0,0,0,0,0,0,0,0.88,0.42,0.037.00,0.28,0.28,0,10,0.108,1.11,25,0.048,318,510,25.8,2.81,27.8,1.641,1.806,2.633,0.418,4.532,1.446,0.996,0,1.219,2.206,2.357,0.7341.201,1.188,1.139,1.237,0.334,0.912,1.205,0.3,0,0,0,0,0,0,0,0,8.32,2.78,3.821,0.97,70,0,7.65,0,0,55.93,,
 select,raw,Beef,100,137,5,2.1,60,53,89.5,13,0,6.227,0.63,0.115,0.072,0,0,0,0,0,0,0,0.91,0.605,0,0.29,0.29,1.2,21,0.073,1.54,22,0.011,202,341,29.5,3.83,21.43,1.303,1.386,1.952,0.277,3.218,1.305,0.684,0.225,0.975,1.705,1.811,0.5580.847,1.022,0.844,0.856,0.141,0.683,1.063,0,0,0,0,0,0,0,0,0,5,2.074,1.967,0.195,60,0,0.99,0,0,72.84,,
 Aust. marble score 9,raw,Beef,100,627,67,22,96,27,0,0,0,0,0,0,0,74,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0.91,0,0,0,0,0,0,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.33,22.467,35.158,2.164,96,0,0.22,0,0,28.13,,
 85% lean / 15% fat,raw,Beef,100,234,18,7.9,66,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1.79,0,0,0,0,0,0,17.72,1.011,1.167,1.589,0.186,2.802,0.808,0.574,0.121,0.753,1.425,1.549,0.5030.674,0.728,0.681,0.78,0.2,0.611,0.801,0,0,0,0,0,0,0,0,0,18.12,7.938,7.969,0.699,66,0,0.82,0,0,63.56,,
 separable lean and fat,raw,Beef,100,178,10,3.8,56,57,0,0,0,2.293,0.831,0.117,0.057,39,12,0,0,0,0,0,2.24,0.152,0.07.00,0.36,0.36,0,4,0.058,1.89,18,0.008,153,288,2,4.46,21.27,1.107,1.399,0,0,2.966,1.158,0.766,0,0.884,1.605,1.684,0.7000.827,0.683,0.748,0.77,0.223,0.716,0.939,0,0,0,0,0,0,0,0,0,10.31,3.815,3.583,0.328,56,0,0.87,0,0,69.48,,
 liver,raw,Beef,100,133,4.1,1.2,254,53,0,0,0,15.4,10.3,2.347,0.371,94398,28319,0,0,0,0,0,84.5,0.428,0.01.00,1.84,1.84,0,4,5.3,8.44,19,299,362,327,16.5,3,20.5,1.067,1.348,0,0,2.859,1.117,0.739,0,0.852,1.547,1.623,0.6740.797,0.658,0.721,0.742,0.215,0.69,0.905,3.6,0,0,0,0,0,0,0,0,4.05,1.185,0.464,0.88,254,0,1.46,0,0,70.39,,
 separable lean only,raw,Lamb,100,121,3.8,1.3,65,62,0,0,0,5.256,0.807,0.128,0.154,15,5,0,0,0,0,0,2.06,0.15,0.01.00,0.32,0.32,0,4,0.14,1.52,24,0.013,201,346,4.4,2.89,21.68,1.078,1.459,0,0.284,3.028,0.927,0.459,0,0.97,1.674,1.893,0.7070.854,0.695,0.739,1.034,0.24,0.751,1.104,0,0,0,0,0,0,0,0,0,3.83,1.265,1.005,0.311,65,0,1.24,0,0,74.58,,
 with added solution,raw,Chicken,100,146,8.2,2.3,95,150,68.7,3,0,4.612,1.028,0.217,0.089,50,15,0,0,0,87,0,0.45,0.346,0.08.00,0.4,0.4,0,8,0.057,0.69,15,0.009,135,179,20.8,1.8,18.03,1.008,1.16,1.593,0.188,2.646,0.893,0.48,0,0.761,1.366,1.506,0.4560.648,0.726,0.686,0.76,0.177,0.601,0.786,0,0,0,0,0,0,0,0,0,8.24,2.334,3.561,1.864,95,0,0.94,0,0,73.79,,
 with added solution,raw,Turkey,100,206,15,2.7,84,157,53.3,5,0,4.887,0.783,0.194,0.045,126,38,0,0,0,0,0,1.65,0.333,0.024.00,0.11,0.11,0,14,0.085,0.78,17,0.009,159,185,18.1,2.04,16.86,0.97,0.981,1.264,0.151,2.137,1.089,0.413,0.406,0.443,1.073,1.261,0.4010.513,1.076,0.638,0.554,0.156,0.449,0.52,0.15,0,0.1,0,0,0,0,0,0.1,15.41,2.73,7.11,5.57,84,0,1.02,0,0,66.93,,
 meat only,raw,Chicken,100,120,2.6,0.6,73,45,82.1,9,0,9.6,1.495,0.177,0.094,30,9,0,0,0,0,0,0.21,0.811,0.01.00,0.56,0.56,0,5,0.037,0.37,28,0.011,213,334,22.8,0.68,22.5,1.313,1.521,2.116,0.236,3.333,0.996,0.839,0,1.104,1.861,2.163,0.5850.908,0.715,0.858,1.009,0.283,0.81,1.165,0,0,0,0,0,0,0,0,0,2.62,0.563,0.689,0.424,73,0,1.13,0,0,73.9,,
 with added solution,raw,Turkey from whole,100,147,7.4,1.4,60,195,46.1,6,0,8.832,0.729,0.137,0.03,64,19,0,0,0,0,0,0.67,0.675,0.011.00,0.07,0.07,0,14,0.051,0.54,22,0.007,214,220,20.6,1.22,20.02,1.11,1.146,1.561,0.185,2.645,1.03,0.522,0.238,0.555,1.342,1.591,0.5050.631,1.16,0.779,0.7,0.202,0.57,0.631,0.14,0,0.06,0,0,0,0,0,0.06,7.42,1.35,3.2,2.6,60,0,1.31,0,0,72.09,,
 heart,raw,Beef,100,105,3.4,0.9,124,86,0,0,0,4.444,1.787,0.682,0.252,34,10,0,0,0,0,0,10.81,0.16,0.06.00,1.22,1.22,0,4,0.373,4.38,22,0.034,209,275,9,1.51,18.52,0.964,1.218,0,0,2.583,1.009,0.667,0,0.77,1.397,1.466,0.6090.720,0.595,0.651,0.671,0.194,0.623,0.818,0,0,0,0,0,0,0,0,0,3.4,0.857,0.533,0.579,124,0,1.02,0,0,78.07,,
 from backs and necks without skin,raw,Poultry,100,199,15,4.7,104,51,0,9,0,6.246,1.202,0.175,0.071,107,32,0,0,0,0,0,0.35,0.32,3,0,0,0,123,0.069,1.73,13,0.02,154,128,14.4,1.82,13.79,0.94,0.918,1.426,0.093,2.282,0.931,0.362,0,0.499,1.132,1.194,0.3890.545,0.715,0.671,0.642,0.11,0.485,0.565,0,0,0,0,0,0,0,0,0,15.48,4.71,7.41,2.28,104,0,1,0,0,69.29,,
 coconut milk,raw,Nuts,100,230,24,21,0,15,8.5,16,0,0.76,0.183,0,0.026,0,0,0,0,0,0,0,0,0.033,2.80.00,0.15,0.15,0.1,16,0.266,1.64,37,0.916,100,263,6.2,0.67,2.29,0.117,0.376,0.224,0.045,0.524,0.108,0.053,0,0.09,0.17,0.101,0.0430.116,0.095,0.118,0.083,0.027,0.071,0.139,5.54,2.2,3.34,0,0,0,0,0,0,23.84,21.14,1.014,0.261,0,0,0.72,0,0,67.62,,
 separable lean and fat,raw,Beef,100,145,6.5,2.2,55,49,0,0,0,2.716,0.577,0.117,0.067,24,7,0,0,0,0,0,2.13,0.274,0.04.00,0.31,0.31,0,4,0.106,2.29,22,0.009,190,341,1.5,3.43,21.65,1.127,1.424,0,0,3.019,1.179,0.78,0,0.9,1.633,1.714,0.7120.842,0.695,0.761,0.784,0.227,0.728,0.956,0,0,0,0,0,0,0,0,0,6.5,2.2,2.199,0.304,55,0,0.97,0,0,71.87,,
 separable lean and fat,raw,Beef,100,159,8.2,3,57,54,0,0,0,3.01,0.521,0.105,0.051,20,6,0,0,0,0,0,1.71,0.315,0.06.00,0.37,0.37,0,4,0.138,1.97,22,0.013,183,313,1.1,3.46,21.29,1.108,1.401,0,0,2.969,1.16,0.767,0,0.885,1.606,1.686,0.7000.828,0.683,0.749,0.771,0.223,0.716,0.94,0,0,0,0,0,0,0,0,0,8.22,3.017,2.884,0.318,57,0,0.93,0,0,70.23,,
 separable lean only,raw,Beef,100,131,5.4,1.8,61,56,0,0,0,2.878,0.269,0.119,0.051,28,9,0,0,0,0,0,2.26,0.187,0.06.00,0.63,0.63,0,4,0.075,2.04,20,0.009,180,315,1.3,4.84,20.46,1.669,2.11,0,0,4.473,1.747,1.156,0,1.334,2.42,2.54,1.0551.247,1.03,1.128,1.161,0.336,1.079,1.416,0,0,0,0,0,0,0,0,0,5.41,1.756,1.996,0.248,61,0,0.95,0,0,73.5,,
 mechanically separated beef,raw,Beef,100,276,24,12,209,57,0,5,0,2.546,0.279,0.118,0.072,0,0,0,0,0,0,0,2.56,0.29,0,0,0,0,485,0.056,5.67,17,0.012,324,277,20.7,3.58,14.97,1.005,1.154,1.312,0.23,2.121,1.238,0.443,0,0.584,1.199,1.161,0.4260.644,0.922,0.57,0.474,0.168,0.381,0.915,0,0,0,0,0,0,0,0,0,23.52,11.78,8.44,0.76,209,0,2.14,0,0,59.39,,
 separable lean only,raw,Lamb,100,180,10,3.9,58,87,0,0,0,4.617,0.468,0.139,0.043,30,9,0,0,0,0,0,2.14,0.115,0.01.00,0.37,0.37,0,7,0.07,0.96,19,0.002,164,303,3.7,3.15,21.72,1.08,1.462,0,0.284,3.034,0.929,0.46,0,0.972,1.677,1.897,0.7090.856,0.696,0.741,1.036,0.24,0.753,1.106,0,0,0,0,0,0,0,0,0,10.31,3.918,2.716,0.404,58,0,0.98,0,0,69.49,,
 separable lean and fat,raw,Lamb,100,273,23,9.6,69,63,0,0,0,4.676,0.37,0.11,0.111,49,15,0,0,0,0,0,0.95,0.14,0.02.00,0.44,0.44,0,6,0.091,1.29,19,0.007,156,290,3.5,2.04,16.56,0.823,1.114,0,0.217,2.313,0.708,0.351,0,0.741,1.278,1.446,0.5400.652,0.531,0.564,0.79,0.183,0.574,0.843,0.2,0,0,0,0,0,0,0,0,22.9,9.639,6.522,0.858,69,0,0.83,0,0,60.04,,
 separable lean only,raw,Lamb,100,120,3.8,1.2,66,60,0,0,0,6.356,0.545,0.162,0.072,6,2,0,0,0,0,0,1.12,0.176,0.01.00,0.33,0.33,0,4,0.127,1.55,26,0.01,217,368,2.9,2.1,21.5,1.069,1.447,0,0.281,3.003,0.919,0.455,0,0.962,1.66,1.878,0.7010.847,0.689,0.733,1.026,0.238,0.745,1.095,0,0,0,0,0,0,0,0,0,3.77,1.187,0.923,0.272,66,0,1.17,0,0,74.54,,
 with added solution,raw,Turkey,100,144,6.8,1.2,64,126,61,7,0,9.171,0.894,0.148,0.045,50,15,0,0,0,3,0,0.4,0.756,0.013.00,0.1,0.1,0,9,0.043,0.43,23,0.005,171,221,20.8,1.07,20.79,1.247,1.348,1.885,0.192,2.983,1.053,0.647,0.18,0.75,1.63,1.908,0.5660.732,1.042,0.852,0.9,0.233,0.694,0.808,0.03,0,0.01,0,0,0,0,0,0.01,6.75,1.24,3.04,2.47,64,0,1.13,0,0,72.76,,
 with added solution,raw,Turkey,100,169,11,2.6,82,161,57.2,6,0,5.235,0.845,0.216,0.051,93,28,0,0,0,0,0,1.81,0.37,0.020.00,0.11,0.11,0,14,0.094,0.83,18,0.01,172,202,19.9,2.3,17.84,0.999,1.025,1.377,0.164,2.33,0.981,0.457,0.302,0.488,1.18,1.395,0.4430.557,1.062,0.689,0.613,0.176,0.499,0.559,0.15,0,0.1,0,0,0,0,0,0.1,10.83,2.6,4.4,3.81,82,0,1.08,0,0,70.55,,
